nama_destinasi,alamat,website,google_link,longitude,latitude,review_total,average_rating,letak_provinsi,kategori
Waterland Park,"Jl. By Pass Mojokerto No.Km. 54, Kedungpring, Jampirogo, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361",http://waterlandmojokerto.blogspot.com/,"https://www.google.com/maps/place/Waterland+Park/@-7.514906,112.423062,17z/data=!3m1!4b1!4m6!3m5!1s0x2e780d891f57f33b:0xd8fde9ca06514bb4!8m2!3d-7.514906!4d112.423062!16s%2Fg%2F1tkn4tfh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.423,-7.515,2560,4.1,Jawa Timur,Wisata Alam
Taman Kebon Ratu,"F777+24Q, Keplaksari, Peterongan, Nglungge, Keplaksari, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61481",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Kebon+Ratu/@-7.5374171,112.2628632,17z/data=!3m1!4b1!4m6!3m5!1s0x2e786aca7d12f525:0x330dd67d01654330!8m2!3d-7.5374171!4d112.2628632!16s%2Fg%2F11b7ztr7b3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.263,-7.537,1171,4.4,Jawa Timur,Wisata Alam
Waduk Gadjah,"M4GX+G35, Area Sawah, Sumberbanjar, Kec. Bluluk, Kabupaten Lamongan, Jawa Timur 62274",Tidak Tersedia,"https://www.google.com/maps/place/Waduk+Gadjah/@-7.3237309,112.1477247,17z/data=!3m1!4b1!4m6!3m5!1s0x2e782389432d607f:0xa99f6834fbab20c8!8m2!3d-7.3237309!4d112.1477247!16s%2Fg%2F11b90b4y0t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.148,-7.324,57,3.8,Jawa Timur,Wisata Alam
"Wisata Budaya ""Sendang Kamulyan Blaru""","Mulyorejo, Krecek, Badas, Kediri Regency, Jawa Timur 64218",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Budaya+%22Sendang+Kamulyan+Blaru%22/@-7.7291537,112.2327011,17z/data=!3m1!4b1!4m6!3m5!1s0x2e785db5a615b549:0xe45f1ab12ca352fc!8m2!3d-7.7291537!4d112.2327011!16s%2Fg%2F11pb8_82dz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.233,-7.729,26,4.1,Jawa Timur,Seni dan Budaya
Cangar Hot Spring,"7G6M+4GR, Tulungrejo, Sumber Brantas, Kec. Bumiaji, Kota Batu, Jawa Timur 65336",Tidak Tersedia,"https://www.google.com/maps/place/Cangar+Hot+Spring/@-7.7396258,112.5337677,17z/data=!3m1!4b1!4m6!3m5!1s0x2e787c3aaaaaaaab:0xbe4aabe6601d0db9!8m2!3d-7.7396258!4d112.5337677!16s%2Fg%2F1pzq9vl1l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.534,-7.740,7198,4.4,Jawa Timur,Wisata Alam
Tunjungan Plaza,"Jl. Jenderal Basuki Rachmat No.8-12, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",https://www.tunjunganplaza.com/,"https://www.google.com/maps/place/Tunjungan+Plaza/@-7.2623683,112.7384431,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f960aee9a64d:0xaa9e2f2c4ed67175!8m2!3d-7.2623683!4d112.7384431!16s%2Fm%2F03nn8x_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.738,-7.262,86004,4.7,Jawa Timur,Wisata Alam
Grand City Mall Surabaya,"Jl. Walikota Mustajab No.1, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272",https://www.grandcitysurabaya.com/,"https://www.google.com/maps/place/Grand+City+Mall+Surabaya/@-7.2619685,112.7499944,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f9635b48b689:0x61d9a287ce231f86!8m2!3d-7.2619685!4d112.7499944!16s%2Fg%2F120l2szg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.750,-7.262,32774,4.5,Jawa Timur,Hiburan
Mall Olympic Garden (MOG),"Kawi St No.24, Kauman, Klojen, Malang City, Jawa Timur 65116",https://gofood.link/a/xUSj4DS,"https://www.google.com/maps/place/Mall+Olympic+Garden+(MOG)/@-7.9772848,112.6233347,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd628212d067cef:0x5b62e516fe60f2b8!8m2!3d-7.9772848!4d112.6233347!16s%2Fg%2F11cn6ccdmf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.623,-7.977,45980,4.5,Jawa Timur,Hiburan
City of Tomorrow Mall,"Jl. Ahmad Yani No.288, Dukuh Menanggal, Kec. Gayungan, Surabaya, Jawa Timur 60234",https://instagram.com/cito_sby?igshid=13c6wgvt9yrmg,"https://www.google.com/maps/place/City+of+Tomorrow+Mall/@-7.3453319,112.7274935,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fca9c2171c9f:0xefadbc76ce524bdc!8m2!3d-7.3453319!4d112.7274935!16s%2Fm%2F05zww62?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.727,-7.345,25544,4.3,Jawa Timur,Hiburan
Marvell City Mall,"Jl. Ngagel No.123, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246",http://marvellcity.com/,"https://www.google.com/maps/place/Marvell+City+Mall/@-7.2893938,112.7456679,17z/data=!3m1!4b1!4m9!3m8!1s0x2dd7fbb8dad34175:0xb9e402c3fbacd31!5m2!4m1!1i2!8m2!3d-7.2893938!4d112.7456679!16s%2Fg%2F11c50mlb8y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.746,-7.289,20106,4.3,Jawa Timur,Hiburan
Malang Town Square,"Jl. Veteran No.2, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65111",https://gofood.link/a/xUSj4DS,"https://www.google.com/maps/place/Malang+Town+Square/@-7.9569786,112.6185925,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78831c3bed0e97:0x2ae9e42172003648!8m2!3d-7.9569786!4d112.6185925!16s%2Fg%2F1239_8vm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.619,-7.957,32092,4.6,Jawa Timur,Wisata Alam
Lenmarc Mall Surabaya,"Jl. Mayjend. Jonosewojo No.9, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226",Tidak Tersedia,"https://www.google.com/maps/place/Lenmarc+Mall+Surabaya/@-7.2856211,112.6811701,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd18ca1b0bc7:0x5b7fd37ef934a093!8m2!3d-7.2856211!4d112.6811701!16s%2Fg%2F121n481v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.681,-7.286,20548,4.3,Jawa Timur,Hiburan
Kediri Mall,"Jl. Hayam Wuruk No.46, Dandangan, Kec. Kota, Kabupaten Kediri, Jawa Timur 64122",https://kedirimall.id/,"https://www.google.com/maps/place/Kediri+Mall/@-7.8156449,112.0189881,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78571423ea8575:0x2994dfd9f3dbdfa5!8m2!3d-7.8156449!4d112.0189881!16s%2Fg%2F1hm4_smft?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.019,-7.816,12467,4.4,Jawa Timur,Hiburan
BG Junction Mall,"Jl. Bubutan No.1-7, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174",http://www.bgjunction.com/,"https://www.google.com/maps/place/BG+Junction+Mall/@-7.2553559,112.7337931,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f944808906ff:0xb49024a3b07c8918!8m2!3d-7.2553559!4d112.7337931!16s%2Fg%2F11bwyx6fp1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.734,-7.255,20257,4.6,Jawa Timur,Hiburan
Mall Dinoyo City,"Jl. MT. Haryono No.195 - 197, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",http://instagram.com/malldinoyocity,"https://www.google.com/maps/place/Mall+Dinoyo+City/@-7.9379975,112.6070588,17z/data=!3m1!4b1!4m6!3m5!1s0x2e78821219878f2d:0x5fca248d95440a1b!8m2!3d-7.9379975!4d112.6070588!16s%2Fg%2F1tkf38r3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.607,-7.938,14560,4.3,Jawa Timur,Hiburan
Hi-Tech Mall,"Jl. Kusuma Bangsa, Tambaksari, Kec. Tambaksari, Surabaya, Jawa Timur 60136",Tidak Tersedia,"https://www.google.com/maps/place/Hi-Tech+Mall/@-7.2523439,112.7499359,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f96e0e9a0d7f:0x9a81ec6499ba5ade!8m2!3d-7.2523439!4d112.7499359!16s%2Fg%2F1tgccv5g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",112.750,-7.252,15792,4.1,Jawa Timur,Hiburan
